Title,Author,Num_shelved_booktok,Goodreads URL,Image URL,avg rating,num_ratings,year_published,genre,num_pages,format,key
Savage Lover,Sophie Lark,20,https://www.goodreads.com/book/show/195846142-savage-lover,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691402198l/195846142._SY75_.jpg,3.87,"52,057 ",2020.0,Romance,338 pages, Kindle Edition,savageloversophielark
Untainted,Lilian T. James,20,https://www.goodreads.com/book/show/58926201-untainted,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1637170912l/58926201._SY75_.jpg,3.95,"7,402 ",2021.0,Fantasy,322 pages, Paperback,untaintedliliantjames
Inevitable,Shain Rose,20,https://www.goodreads.com/book/show/50727825-inevitable,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582835997l/50727825._SY75_.jpg,3.76,"10,770 ",2020.0,Romance,440 pages, Kindle Edition,inevitableshainrose
Finlay Donovan Is Killing It,Elle Cosimano,20,https://www.goodreads.com/book/show/53138099-finlay-donovan-is-killing-it,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659447956l/53138099._SY75_.jpg,4.01,"186,987 ",2021.0,Mystery,355 pages, Hardcover,finlaydonovaniskillingitellecosimano
Broken Vow,Sophie Lark,20,https://www.goodreads.com/book/show/195846157-broken-vow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691402328l/195846157._SY75_.jpg,4.09,"41,319 ",2020.0,Romance,347 pages, Kindle Edition,brokenvowsophielark
Unlawful Temptations,Alexandria  Lee,20,https://www.goodreads.com/book/show/57992291-unlawful-temptations,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622211563l/57992291._SY75_.jpg,3.65,"9,780 ",,Romance,,,unlawfultemptationsalexandrialee
All the Little Lies,S.J. Sylvis,20,https://www.goodreads.com/book/show/62072440-all-the-little-lies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1661358354l/62072440._SY75_.jpg,3.74,"12,908 ",2022.0,Romance,360 pages, Kindle Edition,allthelittleliessjsylvis
Sicko,Amo Jones,20,https://www.goodreads.com/book/show/50489991-sicko,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597678054l/50489991._SX50_.jpg,4.02,"28,381 ",2020.0,Dark,320 pages, ebook,sickoamojones
Swear on This Life,Renee Carlino,20,https://www.goodreads.com/book/show/23492533-swear-on-this-life,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457224024l/23492533._SY75_.jpg,4.13,"54,116 ",2016.0,Romance,303 pages, Paperback,swearonthislifereneecarlino
Sinners' Playground,Caroline Peckham,20,https://www.goodreads.com/book/show/55762906-sinners-playground,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603367168l/55762906._SY75_.jpg,4.23,"17,602 ",,Reverse Harem,625 pages, Kindle Edition,sinners'playgroundcarolinepeckham
When Heroes Fall,Giana Darling,20,https://www.goodreads.com/book/show/48714414-when-heroes-fall,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619831271l/48714414._SY75_.jpg,4.01,"18,202 ",2021.0,Romance,508 pages, ebook,whenheroesfallgianadarling
Heart of a Monster,Shain Rose,20,https://www.goodreads.com/book/show/57950510-heart-of-a-monster,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621633237l/57950510._SY75_.jpg,3.86,"5,928 ",2021.0,Romance,Kindle Edition,,heartofamonstershainrose
Survive the Night,Riley Sager,20,https://www.goodreads.com/book/show/55628983-survive-the-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1603780911l/55628983._SY75_.jpg,3.52,"146,469 ",2021.0,Thriller,336 pages, Hardcover,survivethenightrileysager
Homegoing,Yaa Gyasi,20,https://www.goodreads.com/book/show/27071490-homegoing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448108591l/27071490._SY75_.jpg,4.47,"359,251 ",2016.0,Historical,305 pages, Hardcover,homegoingyaagyasi
Pucked,Helena Hunting,20,https://www.goodreads.com/book/show/24504274-pucked,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429896314l/24504274._SY75_.jpg,3.88,"78,567 ",2015.0,Romance,380 pages, Paperback,puckedhelenahunting
Blood Crown,Elizabeth        Brown,20,https://www.goodreads.com/book/show/57802062-blood-crown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620143170l/57802062._SY75_.jpg,3.07,"2,763 ",,Fantasy,336 pages, Kindle Edition,bloodcrownelizabethbrown
The Princess Trap,Talia Hibbert,20,https://www.goodreads.com/book/show/56590794-the-princess-trap,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610085061l/56590794._SY75_.jpg,3.7,"15,953 ",2018.0,Romance,301 pages, Paperback,theprincesstraptaliahibbert
The Winter King,C.L. Wilson,20,https://www.goodreads.com/book/show/10485751-the-winter-king,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372702999l/10485751._SY75_.jpg,4.01,"28,594 ",2014.0,Fantasy,594 pages, Mass Market Paperback,thewinterkingclwilson
The Dragon Republic,R.F. Kuang,20,https://www.goodreads.com/book/show/41118857-the-dragon-republic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539963703l/41118857._SY75_.jpg,4.37,"138,564 ",2019.0,Fantasy,658 pages, Hardcover,thedragonrepublicrfkuang
Love Unexpected,Q.B. Tyler,20,https://www.goodreads.com/book/show/54566424-love-unexpected,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594993659l/54566424._SX50_.jpg,3.64,"22,640 ",2020.0,Romance,292 pages, Kindle Edition,loveunexpectedqbtyler
Divine Blood,Beck Michaels,20,https://www.goodreads.com/book/show/52870746-divine-blood,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585754672l/52870746._SY75_.jpg,3.98,"4,235 ",2020.0,Fantasy,407 pages, ebook,divinebloodbeckmichaels
"Girl, Woman, Other",Bernardine Evaristo,20,https://www.goodreads.com/book/show/41081373-girl-woman-other,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542296262l/41081373._SY75_.jpg,4.28,"241,999 ",2019.0,Fiction,453 pages, Kindle Edition,"girl,woman,otherbernardineevaristo"
Exciting Times,Naoise Dolan,20,https://www.goodreads.com/book/show/50175419-exciting-times,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572990447l/50175419._SY75_.jpg,3.22,"68,245 ",2020.0,Fiction,243 pages, Hardcover,excitingtimesnaoisedolan
Winter’s Orbit,Everina Maxwell,20,https://www.goodreads.com/book/show/57693520-winter-s-orbit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639424622l/57693520._SY75_.jpg,3.99,"24,845 ",2021.0,Science Fiction,432 pages, Paperback,winter’sorbiteverinamaxwell
The Golden Boys,Rachel Jonas,20,https://www.goodreads.com/book/show/55465480-the-golden-boys,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1601181855l/55465480._SY75_.jpg,4.14,"14,577 ",2020.0,Romance,350 pages, Kindle Edition,thegoldenboysracheljonas
Orbiting Jupiter,Gary D. Schmidt,20,https://www.goodreads.com/book/show/23714521-orbiting-jupiter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430501923l/23714521._SY75_.jpg,4.23,"51,230 ",2015.0,Young Adult,183 pages, Kindle Edition,orbitingjupitergarydschmidt
Giovanni’s Room,James Baldwin,20,https://www.goodreads.com/book/show/406235.Giovanni_s_Room,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223664870l/406235._SY75_.jpg,4.33,"179,633 ",1956.0,Classics,224 pages, Paperback,giovanni’sroomjamesbaldwin
Shadow of the Fox,Julie Kagawa,20,https://www.goodreads.com/book/show/36672988-shadow-of-the-fox,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525104599l/36672988._SY75_.jpg,4.01,"22,881 ",2018.0,Fantasy,454 pages, ebook,shadowofthefoxjuliekagawa
Master of Salt & Bones,Keri Lake,20,https://www.goodreads.com/book/show/50702585-master-of-salt-bones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586539951l/50702585._SX50_.jpg,3.95,"20,315 ",2020.0,Romance,552 pages, Kindle Edition,masterofsalt&boneskerilake
The Kinder Poison,Natalie Mae,20,https://www.goodreads.com/book/show/42893340-the-kinder-poison,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587319334l/42893340._SY75_.jpg,3.88,"7,249 ",2020.0,Fantasy,416 pages, Hardcover,thekinderpoisonnataliemae
Boys of Brayshaw High,Meagan Brandy,20,https://www.goodreads.com/book/show/39778773-boys-of-brayshaw-high,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544213703l/39778773._SY75_.jpg,4.15,"38,175 ",2019.0,Romance,376 pages, ebook,boysofbrayshawhighmeaganbrandy
Heartstopper Volume Five,Alice Oseman,19,https://www.goodreads.com/book/show/53344030-heartstopper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1695913246l/53344030._SY75_.jpg,4.48,"146,922 ",2023.0,Graphic Novels,336 pages, Paperback,heartstoppervolumefivealiceoseman
Powerful,Lauren  Roberts,19,https://www.goodreads.com/book/show/203840597-powerful,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706031812l/203840597._SX50_.jpg,4.15,"120,216 ",2024.0,Fantasy,192 pages, Kindle Edition,powerfullaurenroberts
Viciously Yours,Jamie Applegate Hunter,19,https://www.goodreads.com/book/show/205404157-viciously-yours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705307599l/205404157._SY75_.jpg,3.63,"26,410 ",2024.0,Fantasy,258 pages, Kindle Edition,viciouslyyoursjamieapplegatehunter
Play Along,Liz Tomforde,19,https://www.goodreads.com/book/show/199285128-play-along,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710337914l/199285128._SY75_.jpg,4.51,"116,706 ",2024.0,Romance,384 pages, Kindle Edition,playalongliztomforde
The Reappearance of Rachel Price,Holly  Jackson,19,https://www.goodreads.com/book/show/182484360-the-reappearance-of-rachel-price,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1692547104l/182484360._SY75_.jpg,4.12,"98,881 ",2024.0,Mystery,448 pages, Hardcover,thereappearanceofrachelpricehollyjackson
The Long Game,Elena  Armas,19,https://www.goodreads.com/book/show/101144869-the-long-game,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687105546l/101144869._SY75_.jpg,3.58,"74,344 ",2023.0,Romance,373 pages, Paperback,thelonggameelenaarmas
The Road of Bones,Demi Winters,19,https://www.goodreads.com/book/show/205044632-the-road-of-bones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704736755l/205044632._SY75_.jpg,4.25,"11,125 ",2023.0,Fantasy,500 pages, Kindle Edition,theroadofbonesdemiwinters
Don't Let Her Stay,Nicola Sanders,19,https://www.goodreads.com/book/show/80830635-don-t-let-her-stay,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674147285l/80830635._SX50_.jpg,3.95,"165,195 ",2023.0,Thriller,288 pages, Kindle Edition,don'tletherstaynicolasanders
The Prisoner’s Throne,Holly Black,19,https://www.goodreads.com/book/show/61250159-the-prisoner-s-throne,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1686847088l/61250159._SY75_.jpg,3.91,"52,151 ",2024.0,Fantasy,359 pages, Kindle Edition,theprisoner’sthronehollyblack
Detonate,Luna Mason,19,https://www.goodreads.com/book/show/123263332-detonate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1679089714l/123263332._SX50_.jpg,4.09,"20,514 ",2023.0,Romance,460 pages, Kindle Edition,detonatelunamason
Sick Boys,Clarissa Wild,19,https://www.goodreads.com/book/show/122996919-sick-boys,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677139562l/122996919._SY75_.jpg,3.95,"27,763 ",2023.0,Reverse Harem,517 pages, Kindle Edition,sickboysclarissawild
Unfortunately Yours,Tessa Bailey,19,https://www.goodreads.com/book/show/62365891-unfortunately-yours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668613918l/62365891._SX50_.jpg,3.79,"85,973 ",2023.0,Contemporary,384 pages, Paperback,unfortunatelyyourstessabailey
What Lies in the Woods,Kate Alice Marshall,19,https://www.goodreads.com/book/show/60784373-what-lies-in-the-woods,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1652628677l/60784373._SY75_.jpg,3.96,"145,160 ",2023.0,Thriller,322 pages, Hardcover,whatliesinthewoodskatealicemarshall
Unperfect,Susie Tate,19,https://www.goodreads.com/book/show/58868872-unperfect,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630072611l/58868872._SY75_.jpg,4.07,"20,860 ",2021.0,Romance,364 pages, Kindle Edition,unperfectsusietate
A Light in the Flame,Jennifer L. Armentrout,19,https://www.goodreads.com/book/show/172133046-a-light-in-the-flame,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685797258l/172133046._SY75_.jpg,4.5,"113,090 ",2022.0,Fantasy,615 pages, Paperback,alightintheflamejenniferlarmentrout
Fake Dating Adrian Hunter,Skyla Summers,19,https://www.goodreads.com/book/show/179947451-fake-dating-adrian-hunter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1687401468l/179947451._SY75_.jpg,3.65,"5,089 ",2021.0,Romance,295 pages, Kindle Edition,fakedatingadrianhunterskylasummers
I Want to Die But I Want to Eat Tteokpokki,Baek Se-hee,19,https://www.goodreads.com/book/show/49228706-i-want-to-die-but-i-want-to-eat-tteokpokki,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566872427l/49228706._SX50_SY75_.jpg,3.27,"63,795 ",2018.0,Nonfiction,232 pages, Paperback,iwanttodiebutiwanttoeattteokpokkibaekse-hee
Bring Me Back,Kristen Granata,19,https://www.goodreads.com/book/show/61671541-bring-me-back,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658621083l/61671541._SY75_.jpg,4.0,"11,994 ",2022.0,Romance,295 pages, Kindle Edition,bringmebackkristengranata
Sin,Jolie Vines,19,https://www.goodreads.com/book/show/60375096-sin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653612219l/60375096._SY75_.jpg,4.07,"3,470 ",2022.0,Romance,315 pages, Kindle Edition,sinjolievines
Love in the Time of Serial Killers,Alicia Thompson,19,https://www.goodreads.com/book/show/59722215-love-in-the-time-of-serial-killers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1640224232l/59722215._SX50_.jpg,3.31,"54,020 ",2022.0,Romance,336 pages, ebook,loveinthetimeofserialkillersaliciathompson
Reluctantly Yours,Erin Hawkins,19,https://www.goodreads.com/book/show/61211202-reluctantly-yours,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654155230l/61211202._SY75_.jpg,3.81,"22,393 ",2022.0,Romance,340 pages, Kindle Edition,reluctantlyyourserinhawkins
Defiant Heart,Brighton Walsh,19,https://www.goodreads.com/book/show/58418666-defiant-heart,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1652999856l/58418666._SY75_.jpg,3.77,"6,199 ",2022.0,Romance,314 pages, Paperback,defiantheartbrightonwalsh
The Emperor,RuNyx,19,https://www.goodreads.com/book/show/53473056-the-emperor,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1606886966l/53473056._SY75_.jpg,4.21,"50,248 ",2021.0,Romance,443 pages, Kindle Edition,theemperorrunyx
Alias Grace,Margaret Atwood,19,https://www.goodreads.com/book/show/72579.Alias_Grace,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1298545436l/72579._SY75_.jpg,4.04,"147,542 ",1996.0,Historical Fiction,468 pages, Hardcover,aliasgracemargaretatwood
Her Villains,Jade Presley,19,https://www.goodreads.com/book/show/60595955-her-villains,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1647068360l/60595955._SX50_.jpg,3.74,"5,694 ",,Fantasy,278 pages, Kindle Edition,hervillainsjadepresley
The Truth Untold Are you scared of monsters?,Clarine Jay,19,https://www.goodreads.com/book/show/59923338-the-truth-untold,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1640365621l/59923338._SY75_.jpg,4.4,"9,501 ",,Romance,634 pages, Kindle Edition,thetruthuntoldareyouscaredofmonsters?clarinejay
Oaths and Omissions,Sav R. Miller,19,https://www.goodreads.com/book/show/59771229-oaths-and-omissions,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644241208l/59771229._SY75_.jpg,4.04,"15,884 ",2022.0,Romance,375 pages, Kindle Edition,oathsandomissionssavrmiller
Violet Made of Thorns,Gina Chen,19,https://www.goodreads.com/book/show/55923578-violet-made-of-thorns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1635781954l/55923578._SY75_.jpg,3.53,"20,112 ",2022.0,Fantasy,364 pages, Kindle Edition,violetmadeofthornsginachen
A Brush with Love,Mazey Eddings,19,https://www.goodreads.com/book/show/57693430-a-brush-with-love,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619798124l/57693430._SY75_.jpg,3.65,"22,646 ",2022.0,Romance,324 pages, Paperback,abrushwithlovemazeyeddings
The Reaper,RuNyx,19,https://www.goodreads.com/book/show/53027547-the-reaper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591984176l/53027547._SY75_.jpg,4.31,"68,539 ",2020.0,Romance,420 pages, ebook,thereaperrunyx
Road To Fire,Maria Luis,19,https://www.goodreads.com/book/show/53290308-road-to-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588094970l/53290308._SY75_.jpg,4.03,"2,711 ",2020.0,Romance,524 pages, Paperback,roadtofiremarialuis
Deadly Illusion,Kathy Lockheart,19,https://www.goodreads.com/book/show/59681750-deadly-illusion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1637580516l/59681750._SX50_.jpg,3.88,"13,085 ",2021.0,Romance,336 pages, Kindle Edition,deadlyillusionkathylockheart
Culpa mía,Mercedes Ron,19,https://www.goodreads.com/book/show/34681380-culpa-m-a,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1695749453l/34681380._SX50_.jpg,3.74,"95,087 ",2017.0,Young Adult,448 pages, Paperback,culpamíamercedesron
The Longing of Lone Wolves,Lana Pecherczyk,19,https://www.goodreads.com/book/show/53303848-the-longing-of-lone-wolves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588296713l/53303848._SY75_.jpg,3.98,"11,785 ",2021.0,Fantasy,468 pages, Kindle Edition,thelongingoflonewolveslanapecherczyk
Hamnet,Maggie O'Farrell,19,https://www.goodreads.com/book/show/43890641-hamnet,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574943819l/43890641._SY75_.jpg,4.2,"277,313 ",2020.0,Historical Fiction,372 pages, Hardcover,hamnetmaggieo'farrell
