Title,Author,Num_shelved_booktok,Goodreads URL,Image URL,avg rating,num_ratings,year_published,genre,num_pages,format,key
A Not So Meet Cute,Meghan Quinn,100,https://www.goodreads.com/book/show/58995736-a-not-so-meet-cute,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634649121l/58995736._SY75_.jpg,4.04,"201,201 ",2021.0,Romance,404 pages,,anotsomeetcutemeghanquinn
Legendary,Stephanie Garber,100,https://www.goodreads.com/book/show/36329818-legendary,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506803153l/36329818._SY75_.jpg,4.14,"311,368 ",2018.0,Fantasy,451 pages, Hardcover,legendarystephaniegarber
House of Sky and Breath,Sarah J. Maas,99,https://www.goodreads.com/book/show/40132775-house-of-sky-and-breath,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633097753l/40132775._SY75_.jpg,4.47,"565,263 ",2022.0,Fantasy,805 pages, Hardcover,houseofskyandbreathsarahjmaas
The Starless Sea,Erin Morgenstern,99,https://www.goodreads.com/book/show/43575115-the-starless-sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617715077l/43575115._SY75_.jpg,3.85,"213,778 ",2019.0,Fantasy,498 pages, Hardcover,thestarlessseaerinmorgenstern
Consider Me,Becka Mack,98,https://www.goodreads.com/book/show/60040033-consider-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1641407730l/60040033._SY75_.jpg,3.93,"140,301 ",2022.0,Romance,462 pages, ebook,considermebeckamack
Belladonna,Adalyn  Grace,98,https://www.goodreads.com/book/show/59227936-belladonna,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633986670l/59227936._SX50_.jpg,3.99,"115,161 ",2022.0,Fantasy,409 pages, Hardcover,belladonnaadalyngrace
One True Loves,Taylor Jenkins Reid,98,https://www.goodreads.com/book/show/27189194-one-true-loves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559960507l/27189194._SY75_.jpg,4.04,"566,043 ",2016.0,Romance,352 pages, Kindle Edition,onetruelovestaylorjenkinsreid
The Kiss of Deception,Mary E. Pearson,98,https://www.goodreads.com/book/show/16429619-the-kiss-of-deception,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389804901l/16429619._SX50_.jpg,3.93,"146,863 ",2014.0,Fantasy,492 pages, Kindle Edition,thekissofdeceptionmaryepearson
Iron Widow,Xiran Jay Zhao,96,https://www.goodreads.com/book/show/52459864-iron-widow,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710540125l/52459864._SY75_.jpg,4.06,"90,594 ",2021.0,Fantasy,394 pages, Hardcover,ironwidowxiranjayzhao
Tender Is the Flesh,Agustina Bazterrica,96,https://www.goodreads.com/book/show/49090884-tender-is-the-flesh,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594563107l/49090884._SY75_.jpg,3.78,"249,461 ",2017.0,Horror,209 pages, Paperback,tenderisthefleshagustinabazterrica
The Prison Healer,Lynette Noni,96,https://www.goodreads.com/book/show/53968496-the-prison-healer,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593147576l/53968496._SY75_.jpg,4.18,"99,532 ",2021.0,Fantasy,416 pages, Hardcover,theprisonhealerlynettenoni
"Get a Life, Chloe Brown",Talia Hibbert,96,https://www.goodreads.com/book/show/43884209-get-a-life-chloe-brown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1614273529l/43884209._SY75_.jpg,3.8,"192,524 ",2019.0,Romance,384 pages, Paperback,"getalife,chloebrowntaliahibbert"
You Deserve Each Other,Sarah Hogle,96,https://www.goodreads.com/book/show/50027029-you-deserve-each-other,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578144336l/50027029._SX50_.jpg,3.91,"118,287 ",2020.0,Romance,368 pages, Kindle Edition,youdeserveeachothersarahhogle
The Darkest Temptation,Danielle Lori,94,https://www.goodreads.com/book/show/56250307-the-darkest-temptation,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607700241l/56250307._SX50_.jpg,4.04,"123,526 ",2020.0,Romance,410 pages, Kindle Edition,thedarkesttemptationdaniellelori
Desperate Measures,Katee Robert,94,https://www.goodreads.com/book/show/44323708-desperate-measures,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555364543l/44323708._SY75_.jpg,3.55,"51,170 ",2019.0,Romance,230 pages, Kindle Edition,desperatemeasureskateerobert
American Queen,Sierra Simone,94,https://www.goodreads.com/book/show/30314992-american-queen,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475848621l/30314992._SY75_.jpg,3.83,"56,332 ",2016.0,Romance,393 pages, Paperback,americanqueensierrasimone
Finale,Stephanie Garber,94,https://www.goodreads.com/book/show/40381392-finale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540221721l/40381392._SY75_.jpg,4.16,"253,986 ",2019.0,Fantasy,478 pages, Hardcover,finalestephaniegarber
Things We Hide from the Light,Lucy Score,93,https://www.goodreads.com/book/show/62022434-things-we-hide-from-the-light,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1718386717l/62022434._SY75_.jpg,4.05,"411,752 ",2023.0,,,,thingswehidefromthelightlucyscore
Restore Me,Tahereh Mafi,93,https://www.goodreads.com/book/show/34992929-restore-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1507232049l/34992929._SY75_.jpg,4.15,"311,405 ",2018.0,Fantasy,435 pages, Hardcover,restoremetaherehmafi
The Ex Hex,Erin Sterling,92,https://www.goodreads.com/book/show/56554626-the-ex-hex,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619305366l/56554626._SY75_.jpg,3.49,"216,634 ",2021.0,Fantasy,308 pages, Paperback,theexhexerinsterling
Ace of Spades,Faridah Àbíké-Íyímídé,92,https://www.goodreads.com/book/show/42603984-ace-of-spades,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607008002l/42603984._SY75_.jpg,4.16,"90,162 ",2021.0,Young Adult,470 pages, Paperback,aceofspadesfaridahàbíké-íyímídé
Fable,Adrienne Young,92,https://www.goodreads.com/book/show/44012880-fable,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590354131l/44012880._SY75_.jpg,4.02,"101,178 ",2020.0,Fantasy,357 pages, Hardcover,fableadrienneyoung
The Final Gambit,Jennifer Lynn Barnes,91,https://www.goodreads.com/book/show/58658940-the-final-gambit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634068536l/58658940._SY75_.jpg,4.12,"349,031 ",2022.0,Mystery,400 pages, ebook,thefinalgambitjenniferlynnbarnes
She Who Became the Sun,Shelley Parker-Chan,91,https://www.goodreads.com/book/show/48727813-she-who-became-the-sun,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625048838l/48727813._SY75_.jpg,3.86,"77,847 ",2021.0,Fantasy,416 pages, Kindle Edition,shewhobecamethesunshelleyparker-chan
The Nightingale,Kristin Hannah,91,https://www.goodreads.com/book/show/21853621-the-nightingale,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681839850l/21853621._SY75_.jpg,4.63,"1,528,461 ",2015.0,Historical Fiction,564 pages, Hardcover,thenightingalekristinhannah
A Deal with the Elf King,Elise Kova,91,https://www.goodreads.com/book/show/55285911-a-deal-with-the-elf-king,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602163059l/55285911._SY75_.jpg,3.72,"102,946 ",2020.0,Fantasy,317 pages, Paperback,adealwiththeelfkingelisekova
Red Rising,Pierce Brown,91,https://www.goodreads.com/book/show/15839976-red-rising,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461354651l/15839976._SY75_.jpg,4.27,"505,713 ",2014.0,Science Fiction,382 pages, Hardcover,redrisingpiercebrown
The Gilded Wolves,Roshani Chokshi,90,https://www.goodreads.com/book/show/39863498-the-gilded-wolves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525714353l/39863498._SY75_.jpg,3.71,"48,603 ",2019.0,Fantasy,388 pages, Hardcover,thegildedwolvesroshanichokshi
Every Last Word,Tamara Ireland Stone,89,https://www.goodreads.com/book/show/23341894-every-last-word,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431016937l/23341894._SY75_.jpg,4.22,"109,961 ",2015.0,Young Adult,358 pages, Hardcover,everylastwordtamarairelandstone
The Ballad of Never After,Stephanie Garber,88,https://www.goodreads.com/book/show/59808071-the-ballad-of-never-after,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1716011416l/59808071._SY75_.jpg,4.51,"286,778 ",2022.0,Fantasy,416 pages, Hardcover,theballadofneverafterstephaniegarber
In Five Years,Rebecca Serle,88,https://www.goodreads.com/book/show/50093704-in-five-years,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586399012l/50093704._SY75_.jpg,3.78,"532,073 ",2020.0,Romance,272 pages, Hardcover,infiveyearsrebeccaserle
The Final Empire,Brandon Sanderson,88,https://www.goodreads.com/book/show/68428.The_Final_Empire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617768316l/68428._SY75_.jpg,4.48,"754,443 ",2006.0,Fantasy,541 pages, Hardcover,thefinalempirebrandonsanderson
The Flatshare,Beth O'Leary,88,https://www.goodreads.com/book/show/36478784-the-flatshare,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552471375l/36478784._SY75_.jpg,4.0,"410,107 ",2019.0,Romance,394 pages, Hardcover,theflatsharebetho'leary
Defy the Night,Brigid Kemmerer,87,https://www.goodreads.com/book/show/50022883-defy-the-night,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620924420l/50022883._SY75_.jpg,4.13,"60,423 ",2021.0,Fantasy,448 pages, ebook,defythenightbrigidkemmerer
On Earth We're Briefly Gorgeous,Ocean Vuong,87,https://www.goodreads.com/book/show/41880609-on-earth-we-re-briefly-gorgeous,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615580168l/41880609._SX50_.jpg,4.04,"327,619 ",2019.0,Fiction,246 pages, Hardcover,onearthwe'rebrieflygorgeousoceanvuong
The Raven Boys,Maggie Stiefvater,87,https://www.goodreads.com/book/show/17675462-the-raven-boys,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573508485l/17675462._SY75_.jpg,4.05,"378,931 ",2012.0,Fantasy,409 pages, Hardcover,theravenboysmaggiestiefvater
The Right Move,Liz Tomforde,86,https://www.goodreads.com/book/show/84943172-the-right-move,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1674590603l/84943172._SY75_.jpg,4.41,"251,054 ",2023.0,Romance,499 pages, Kindle Edition,therightmoveliztomforde
The Summer of Broken Rules,K.L. Walther,86,https://www.goodreads.com/book/show/49259788-the-summer-of-broken-rules,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1600698670l/49259788._SX50_.jpg,3.9,"231,297 ",2021.0,Romance,359 pages, Paperback,thesummerofbrokenrulesklwalther
Savage Lands,Stacey Marie Brown,86,https://www.goodreads.com/book/show/54801674-savage-lands,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599483859l/54801674._SY75_.jpg,4.11,"32,610 ",2020.0,Fantasy,423 pages, Kindle Edition,savagelandsstaceymariebrown
Regretting You,Colleen Hoover,86,https://www.goodreads.com/book/show/44582454-regretting-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559332442l/44582454._SY75_.jpg,4.12,"658,977 ",2019.0,Romance,363 pages, Kindle Edition,regrettingyoucolleenhoover
The Seven Year Slip,Ashley Poston,85,https://www.goodreads.com/book/show/62926938-the-seven-year-slip,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1685350807l/62926938._SX50_.jpg,4.21,"287,436 ",2023.0,Romance,352 pages, Paperback,thesevenyearslipashleyposton
Lessons in Chemistry,Bonnie Garmus,85,https://www.goodreads.com/book/show/206305528-lessons-in-chemistry,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1714630953l/206305528._SY75_.jpg,4.29,"1,437,290 ",2022.0,Fiction,404 pages, Hardcover,lessonsinchemistrybonniegarmus
Crier's War,Nina Varela,85,https://www.goodreads.com/book/show/41951626-crier-s-war,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553803423l/41951626._SY75_.jpg,4.12,"45,312 ",2019.0,Fantasy,464 pages, ebook,crier'swarninavarela
"Beautiful World, Where Are You",Sally Rooney,84,https://www.goodreads.com/book/show/75555793-beautiful-world-where-are-you,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1672783505l/75555793._SY75_.jpg,3.53,"419,863 ",2021.0,Fiction,337 pages, Paperback,"beautifulworld,whereareyousallyrooney"
The Things We Leave Unfinished,Rebecca Yarros,84,https://www.goodreads.com/book/show/53137938-the-things-we-leave-unfinished,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1588868282l/53137938._SX50_.jpg,4.3,"209,414 ",2021.0,Romance,448 pages, Paperback,thethingsweleaveunfinishedrebeccayarros
Kingdom of the Cursed,Kerri Maniscalco,84,https://www.goodreads.com/book/show/52772417-kingdom-of-the-cursed,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1613554873l/52772417._SX50_.jpg,4.11,"182,240 ",2021.0,Fantasy Romance,437 pages, Hardcover,kingdomofthecursedkerrimaniscalco
Yellowface,R.F. Kuang,83,https://www.goodreads.com/book/show/62047984-yellowface,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671336608l/62047984._SY75_.jpg,3.76,"632,856 ",2023.0,Fiction,336 pages, Hardcover,yellowfacerfkuang
Scarred,Emily McIntire,83,https://www.goodreads.com/book/show/59512586-scarred,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638802271l/59512586._SY75_.jpg,3.89,"150,272 ",2022.0,Romance,447 pages, Kindle Edition,scarredemilymcintire
Funny You Should Ask,Elissa Sussman,83,https://www.goodreads.com/book/show/58065414-funny-you-should-ask,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671712456l/58065414._SY75_.jpg,3.58,"128,866 ",2022.0,Romance,352 pages, Paperback,funnyyoushouldaskelissasussman
Seven Days in June,Tia Williams,82,https://www.goodreads.com/book/show/55648820-seven-days-in-june,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621846249l/55648820._SY75_.jpg,4.02,"175,384 ",2021.0,Romance,336 pages, Hardcover,sevendaysinjunetiawilliams
Such a Fun Age,Kiley Reid,82,https://www.goodreads.com/book/show/43923951-such-a-fun-age,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557181911l/43923951._SY75_.jpg,3.79,"541,974 ",2019.0,Fiction,310 pages, Hardcover,suchafunagekileyreid
Destroy Me,Tahereh Mafi,82,https://www.goodreads.com/book/show/13623150-destroy-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340398466l/13623150._SX50_.jpg,3.98,"284,842 ",2012.0,Fantasy,111 pages, Kindle Edition,destroymetaherehmafi
Mexican Gothic,Silvia Moreno-Garcia,82,https://www.goodreads.com/book/show/53152636-mexican-gothic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1607462569l/53152636._SY75_.jpg,3.67,"379,836 ",2020.0,Horror,320 pages, Hardcover,mexicangothicsilviamoreno-garcia
Imagine Me,Tahereh Mafi,82,https://www.goodreads.com/book/show/44054122-imagine-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563815428l/44054122._SY75_.jpg,4.0,"220,339 ",2020.0,Fantasy,450 pages, ebook,imaginemetaherehmafi
Fix Her Up,Tessa Bailey,81,https://www.goodreads.com/book/show/39854434-fix-her-up,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541001833l/39854434._SY75_.jpg,3.6,"166,042 ",2019.0,Romance,400 pages, ebook,fixheruptessabailey
The Predator,RuNyx,81,https://www.goodreads.com/book/show/52871061-the-predator,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576459099l/52871061._SX50_SY75_.jpg,4.0,"91,657 ",2020.0,Romance,318 pages, Paperback,thepredatorrunyx
Defy Me,Tahereh Mafi,81,https://www.goodreads.com/book/show/34992959-defy-me,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548349704l/34992959._SX50_.jpg,4.28,"265,573 ",2019.0,Fantasy,357 pages, Hardcover,defymetaherehmafi
God of Malice,Rina Kent,80,https://www.goodreads.com/book/show/208415817-god-of-malice,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1707783496l/208415817._SY75_.jpg,3.96,"122,953 ",2022.0,Romance,462 pages, Paperback,godofmalicerinakent
Cinderella Is Dead,Kalynn  Bayron,80,https://www.goodreads.com/book/show/43900612-cinderella-is-dead,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574698353l/43900612._SY75_.jpg,3.68,"79,579 ",2020.0,Fantasy,400 pages, ebook,cinderellaisdeadkalynnbayron
Children of Blood and Bone,Tomi Adeyemi,80,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516127989l/34728667._SX50_.jpg,4.11,"232,663 ",2018.0,Fantasy,544 pages, Hardcover,childrenofbloodandbonetomiadeyemi
Sky in the Deep,Adrienne Young,80,https://www.goodreads.com/book/show/34726469-sky-in-the-deep,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508350209l/34726469._SY75_.jpg,3.94,"67,792 ",2018.0,Fantasy,340 pages, Hardcover,skyinthedeepadrienneyoung
Part of Your World,Abby Jimenez,79,https://www.goodreads.com/book/show/58684524-part-of-your-world,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634649284l/58684524._SX50_.jpg,4.29,"427,387 ",2022.0,Romance,400 pages, Paperback,partofyourworldabbyjimenez
This Is How You Lose the Time War,Amal El-Mohtar,78,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653185078l/43352954._SX50_.jpg,3.88,"245,826 ",2019.0,Science Fiction,209 pages, Kindle Edition,thisishowyoulosethetimewaramalel-mohtar
Call Me By Your Name,André Aciman,78,https://www.goodreads.com/book/show/36336078-call-me-by-your-name,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519203520l/36336078._SY75_.jpg,4.1,"525,389 ",2007.0,Fiction,248 pages, Paperback,callmebyyournameandréaciman
Bride,Ali Hazelwood,77,https://www.goodreads.com/book/show/181344829-bride,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1707665130l/181344829._SX50_.jpg,4.03,"391,577 ",2024.0,Romance,410 pages, Kindle Edition,bridealihazelwood
Heartless,Elsie Silver,77,https://www.goodreads.com/book/show/61373532-heartless,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662726514l/61373532._SY75_.jpg,4.39,"314,887 ",2022.0,Contemporary Romance,476 pages, Kindle Edition,heartlesselsiesilver
Legends & Lattes,Travis Baldree,77,https://www.goodreads.com/book/show/61242426-legends-lattes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654581271l/61242426._SY75_.jpg,4.11,"228,361 ",2022.0,Fantasy,296 pages, Kindle Edition,legends&lattestravisbaldree
Still Beating,Jennifer Hartmann,77,https://www.goodreads.com/book/show/55882116-still-beating,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1605188396l/55882116._SY75_.jpg,4.24,"129,128 ",2020.0,Romance,314 pages, Kindle Edition,stillbeatingjenniferhartmann
A Shadow in the Ember,Jennifer L. Armentrout,77,https://www.goodreads.com/book/show/57282383-a-shadow-in-the-ember,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619448359l/57282383._SX50_.jpg,4.47,"178,142 ",2021.0,Fantasy,647 pages, Hardcover,ashadowintheemberjenniferlarmentrout
The Dare,Harley Laroux,77,https://www.goodreads.com/book/show/200260200-the-dare,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698797038l/200260200._SY75_.jpg,3.57,"78,180 ",2019.0,Romance,109 pages, Kindle Edition,thedareharleylaroux
The Chase,Elle Kennedy,77,https://www.goodreads.com/book/show/34851664-the-chase,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530890863l/34851664._SY75_.jpg,3.87,"206,107 ",2018.0,Romance,368 pages, ebook,thechaseellekennedy
Jade City,Fonda Lee,77,https://www.goodreads.com/book/show/43587154-jade-city,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547625704l/43587154._SY75_.jpg,4.09,"76,953 ",2017.0,Fantasy,540 pages, Paperback,jadecityfondalee
Nevernight,Jay Kristoff,77,https://www.goodreads.com/book/show/26114463-nevernight,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500688832l/26114463._SY75_.jpg,4.22,"102,642 ",2016.0,Fantasy,427 pages, Hardcover,nevernightjaykristoff
The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,76,https://www.goodreads.com/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506896221l/36337550._SY75_.jpg,3.81,"409,393 ",2018.0,Mystery,432 pages, Hardcover,the71/2deathsofevelynhardcastlestuartturton
Bonded by Thorns,Elizabeth Helen,76,https://www.goodreads.com/book/show/75712384-bonded-by-thorns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673379748l/75712384._SY75_.jpg,3.96,"41,737 ",2023.0,Fantasy,352 pages, Kindle Edition,bondedbythornselizabethhelen
Faking with Benefits,Lily Gold,76,https://www.goodreads.com/book/show/61175985-faking-with-benefits,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1653662076l/61175985._SY75_.jpg,3.88,"71,490 ",2021.0,Romance,552 pages, Paperback,fakingwithbenefitslilygold
Rule of Wolves,Leigh Bardugo,76,https://www.goodreads.com/book/show/36307674-rule-of-wolves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1598133584l/36307674._SY75_.jpg,4.35,"158,163 ",2021.0,Fantasy,592 pages, Paperback,ruleofwolvesleighbardugo
All Rhodes Lead Here,Mariana Zapata,76,https://www.goodreads.com/book/show/57605091-all-rhodes-lead-here,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1617355542l/57605091._SY75_.jpg,4.26,"131,912 ",2021.0,Romance,572 pages, Kindle Edition,allrhodesleadheremarianazapata
The Song of the Marked,S.M. Gaither,76,https://www.goodreads.com/book/show/53902073-the-song-of-the-marked,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591650173l/53902073._SY75_.jpg,3.92,"21,561 ",2020.0,Fantasy,437 pages, Kindle Edition,thesongofthemarkedsmgaither
Heartstopper Volume Two,Alice Oseman,76,https://www.goodreads.com/book/show/43307358-heartstopper,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564967250l/43307358._SY75_.jpg,4.53,"522,797 ",2019.0,Graphic Novels,320 pages, Paperback,heartstoppervolumetwoaliceoseman
A Deadly Education,Naomi Novik,76,https://www.goodreads.com/book/show/50548197-a-deadly-education,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1596909044l/50548197._SY75_.jpg,3.96,"185,242 ",2020.0,Fantasy,320 pages, Hardcover,adeadlyeducationnaominovik
Clockwork Angel,Cassandra Clare,76,https://www.goodreads.com/book/show/7171637-clockwork-angel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1693490271l/7171637._SY75_.jpg,4.31,"845,005 ",2010.0,Fantasy,479 pages, Hardcover,clockworkangelcassandraclare
Sinners Anonymous,Somme Sketcher,75,https://www.goodreads.com/book/show/59818980-sinners-anonymous,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639431375l/59818980._SY75_.jpg,3.83,"68,365 ",2021.0,Romance,348 pages, Kindle Edition,sinnersanonymoussommesketcher
Heart Bones,Colleen Hoover,75,https://www.goodreads.com/book/show/51007311-heart-bones,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580936060l/51007311._SY75_.jpg,4.23,"577,246 ",2020.0,Romance,338 pages, Kindle Edition,heartbonescolleenhoover
"Truly, Devious",Maureen Johnson,75,https://www.goodreads.com/book/show/29589074-truly-devious,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498501619l/29589074._SX50_.jpg,3.91,"159,273 ",2018.0,Mystery,416 pages, Hardcover,"truly,deviousmaureenjohnson"
This Woven Kingdom,Tahereh Mafi,74,https://www.goodreads.com/book/show/56554281-this-woven-kingdom,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634235371l/56554281._SY75_.jpg,3.96,"62,147 ",2022.0,Fantasy,512 pages, ebook,thiswovenkingdomtaherehmafi
Daughter of the Moon Goddess,Sue Lynn Tan,74,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627686439l/57789637._SX50_.jpg,4.1,"97,416 ",2022.0,Romance,503 pages, Hardcover,daughterofthemoongoddesssuelynntan
A Dawn of Onyx,Kate  Golden,73,https://www.goodreads.com/book/show/195775182-a-dawn-of-onyx,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691300029l/195775182._SY75_.jpg,3.95,"36,140 ",2022.0,Fantasy,432 pages, Paperback,adawnofonyxkategolden
The Naturals,Jennifer Lynn Barnes,73,https://www.goodreads.com/book/show/13597723-the-naturals,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620015246l/13597723._SY75_.jpg,4.19,"179,964 ",2013.0,Mystery,308 pages, Hardcover,thenaturalsjenniferlynnbarnes
The Stopover,T.L. Swan,72,https://www.goodreads.com/book/show/45156972-the-stopover,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567712346l/45156972._SY75_.jpg,4.01,"170,263 ",2019.0,Romance,525 pages, Kindle Edition,thestopovertlswan
Carrie Soto Is Back,Taylor Jenkins Reid,71,https://www.goodreads.com/book/show/60435878-carrie-soto-is-back,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649848581l/60435878._SY75_.jpg,4.21,"579,950 ",2022.0,Fiction,384 pages, Hardcover,carriesotoisbacktaylorjenkinsreid
The Witch Collector,Charissa Weaks,71,https://www.goodreads.com/book/show/57191885-the-witch-collector,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1625671227l/57191885._SX50_.jpg,3.77,"43,764 ",2021.0,Fantasy,343 pages, Paperback,thewitchcollectorcharissaweaks
A Touch of Ruin,Scarlett St.  Clair,71,https://www.goodreads.com/book/show/53143734-a-touch-of-ruin,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1611949990l/53143734._SY75_.jpg,3.8,"160,865 ",2020.0,Fantasy,417 pages, Paperback,atouchofruinscarlettstclair
Our Violent Ends,Chloe Gong,71,https://www.goodreads.com/book/show/44084762-our-violent-ends,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1612451534l/44084762._SY75_.jpg,4.3,"69,330 ",2021.0,Fantasy,494 pages, Hardcover,ourviolentendschloegong
Kiss the Sky,Krista Ritchie,71,https://www.goodreads.com/book/show/60690784-kiss-the-sky,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1648245449l/60690784._SY75_.jpg,4.23,"78,892 ",2014.0,Romance,443 pages, Kindle Edition,kisstheskykristaritchie
